,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
27695,27696,2016,4,27,23,120.0,120.0,2.0,82.0,1200.0,7.0,13.5,1009.2,11.0,0.0,E,0.9
27696,27697,2016,4,28,0,116.0,116.0,2.0,85.0,1300.0,2.0,12.8,1009.2,11.0,0.0,ENE,0.8
27697,27698,2016,4,28,1,108.0,108.0,2.0,81.0,1300.0,2.0,12.2,1009.3,10.9,0.0,NE,0.7
27698,27699,2016,4,28,2,107.0,107.0,2.0,83.0,1400.0,2.0,12.4,1009.3,10.8,0.0,SE,0.3
27699,27700,2016,4,28,3,124.0,124.0,3.0,80.0,1500.0,2.0,11.5,1009.3,9.9,0.0,SE,0.3
27700,27701,2016,4,28,4,133.0,133.0,2.0,78.0,1400.0,2.0,11.3,1009.7,10.0,0.0,ENE,0.9
27701,27702,2016,4,28,5,128.0,128.0,2.0,73.0,1300.0,2.0,10.9,1010.1,9.3,0.0,ENE,0.4
27702,27703,2016,4,28,6,117.0,117.0,2.0,58.0,1100.0,11.0,11.3,1010.9,8.7,0.0,NE,1.0
27703,27704,2016,4,28,7,101.0,101.0,2.0,67.0,1100.0,21.0,14.2,1011.6,7.9,0.0,NNE,1.9
27704,27705,2016,4,28,8,83.0,90.0,5.0,64.0,1000.0,39.0,16.7,1012.3,8.9,0.0,NE,1.9
27705,27706,2016,4,28,9,94.0,101.0,7.0,68.0,1100.0,41.0,18.9,1012.7,9.9,0.0,NNE,1.8
27706,27707,2016,4,28,10,84.0,84.0,22.0,53.0,1600.0,88.0,21.4,1012.7,6.5,0.0,SSE,2.3
27707,27708,2016,4,28,11,96.0,105.0,30.0,41.0,1800.0,119.0,22.2,1012.4,6.0,0.0,SSE,3.0
27708,27709,2016,4,28,12,90.0,110.0,22.0,38.0,1400.0,143.0,23.4,1011.7,6.2,0.0,SSE,2.8
27709,27710,2016,4,28,13,98.0,123.0,18.0,31.0,1200.0,183.0,24.4,1010.7,7.5,0.0,S,2.8
27710,27711,2016,4,28,14,93.0,118.0,14.0,28.0,1100.0,217.0,25.1,1009.6,8.1,0.0,S,2.9
27711,27712,2016,4,28,15,74.0,101.0,6.0,22.0,700.0,209.0,25.6,1008.6,7.7,0.0,S,4.2
27712,27713,2016,4,28,16,51.0,91.0,4.0,19.0,600.0,203.0,25.1,1007.3,7.7,0.0,SSE,3.7
27713,27714,2016,4,28,17,50.0,87.0,4.0,18.0,600.0,197.0,24.7,1007.1,6.4,0.0,SSE,2.4
27714,27715,2016,4,28,18,55.0,107.0,5.0,20.0,500.0,186.0,22.9,1007.1,5.3,0.0,SE,3.3
27715,27716,2016,4,28,19,56.0,101.0,9.0,24.0,700.0,174.0,21.1,1008.6,4.6,0.0,ESE,3.3
27716,27717,2016,4,28,20,63.0,101.0,10.0,36.0,800.0,126.0,19.8,1007.7,5.8,0.0,SSE,4.5
27717,27718,2016,4,28,21,49.0,116.0,9.0,41.0,700.0,105.0,18.1,1009.1,4.3,0.0,SE,2.2
27718,27719,2016,4,28,22,45.0,94.0,9.0,46.0,800.0,80.0,16.8,1009.2,3.5,0.0,ESE,2.0
27719,27720,2016,4,28,23,45.0,83.0,10.0,49.0,900.0,62.0,15.6,1009.4,3.4,0.0,E,1.4
27720,27721,2016,4,29,0,36.0,67.0,8.0,47.0,700.0,58.0,14.2,1009.1,3.3,0.0,E,1.3
27721,27722,2016,4,29,1,27.0,65.0,10.0,48.0,600.0,51.0,14.3,1008.4,3.4,0.0,ESE,1.8
27722,27723,2016,4,29,2,23.0,65.0,10.0,47.0,600.0,49.0,13.7,1008.1,3.7,0.0,ENE,1.3
27723,27724,2016,4,29,3,27.0,48.0,8.0,43.0,600.0,48.0,12.3,1007.7,3.8,0.0,E,1.1
27724,27725,2016,4,29,4,28.0,57.0,9.0,49.0,600.0,38.0,11.8,1007.7,3.8,0.0,ENE,1.4
27725,27726,2016,4,29,5,48.0,49.0,8.0,45.0,600.0,37.0,12.3,1007.3,3.5,0.0,ENE,1.2
27726,27727,2016,4,29,6,46.0,59.0,8.0,51.0,700.0,26.0,12.0,1007.2,4.0,0.0,E,1.5
27727,27728,2016,4,29,7,47.0,72.0,16.0,54.0,800.0,27.0,13.5,1007.2,4.4,0.0,E,1.2
27728,27729,2016,4,29,8,62.0,92.0,22.0,58.0,1100.0,27.0,14.7,1007.4,4.9,0.0,ENE,2.1
27729,27730,2016,4,29,9,80.0,128.0,29.0,61.0,1600.0,32.0,16.0,1007.0,5.9,0.0,NE,1.5
27730,27731,2016,4,29,10,96.0,150.0,34.0,59.0,2100.0,52.0,17.5,1006.4,8.4,0.0,ENE,1.8
27731,27732,2016,4,29,11,132.0,167.0,35.0,59.0,2100.0,74.0,19.6,1005.6,9.5,0.0,E,1.6
27732,27733,2016,4,29,12,163.0,195.0,34.0,56.0,2100.0,104.0,20.7,1004.3,11.1,0.0,S,2.1
27733,27734,2016,4,29,13,188.0,199.0,33.0,47.0,1800.0,156.0,22.1,1002.8,10.9,0.0,S,2.4
27734,27735,2016,4,29,14,207.0,207.0,30.0,39.0,1600.0,205.0,23.6,1001.4,11.0,0.0,SSW,2.9
27735,27736,2016,4,29,15,169.0,169.0,26.0,32.0,1300.0,231.0,25.1,999.6,10.5,0.0,SW,3.5
27736,27737,2016,4,29,16,171.0,182.0,25.0,32.0,1200.0,238.0,25.1,998.6,10.5,0.0,SSW,3.0
27737,27738,2016,4,29,17,192.0,203.0,27.0,36.0,1400.0,236.0,24.2,999.9,10.8,0.0,NNE,1.6
27738,27739,2016,4,29,18,204.0,204.0,25.0,46.0,1500.0,207.0,23.1,997.5,12.4,0.0,SSE,3.2
27739,27740,2016,4,29,19,171.0,231.0,22.0,53.0,1700.0,185.0,22.9,998.2,11.9,0.0,NW,1.2
27740,27741,2016,4,29,20,175.0,212.0,18.0,55.0,1800.0,135.0,21.0,998.6,12.4,0.0,E,1.2
27741,27742,2016,4,29,21,191.0,223.0,11.0,90.0,2200.0,60.0,19.7,998.9,12.7,0.0,NE,1.2
27742,27743,2016,4,29,22,206.0,222.0,9.0,128.0,2400.0,21.0,19.0,999.8,12.5,0.0,ESE,1.2
27743,27744,2016,4,29,23,210.0,213.0,8.0,137.0,2400.0,6.0,17.3,999.8,12.6,0.0,SE,1.0
27744,27745,2016,4,30,0,211.0,215.0,6.0,135.0,2500.0,2.0,16.8,999.3,12.3,0.0,WNW,0.4
27745,27746,2016,4,30,1,230.0,230.0,6.0,145.0,2700.0,2.0,16.2,999.3,12.4,0.0,NE,0.8
27746,27747,2016,4,30,2,236.0,236.0,6.0,129.0,2400.0,2.0,15.4,999.3,12.3,0.0,ENE,0.6
27747,27748,2016,4,30,3,237.0,237.0,5.0,102.0,1900.0,10.0,14.5,998.8,12.2,0.0,NW,0.4
27748,27749,2016,4,30,4,225.0,225.0,4.0,85.0,1900.0,13.0,13.6,998.9,12.0,0.0,ENE,1.0
27749,27750,2016,4,30,5,215.0,215.0,3.0,102.0,1900.0,2.0,12.8,999.4,11.4,0.0,ESE,0.9
27750,27751,2016,4,30,6,214.0,214.0,5.0,116.0,1900.0,3.0,13.6,999.7,11.5,0.0,NNE,0.7
27751,27752,2016,4,30,7,192.0,192.0,8.0,90.0,1700.0,43.0,16.9,1000.0,11.2,0.0,N,2.0
27752,27753,2016,4,30,8,183.0,186.0,13.0,72.0,1600.0,75.0,18.5,1000.4,11.1,0.0,NNE,2.6
27753,27754,2016,4,30,9,183.0,183.0,17.0,56.0,1500.0,109.0,21.1,1000.1,11.1,0.0,NNE,2.4
27754,27755,2016,4,30,10,162.0,162.0,18.0,41.0,1400.0,159.0,23.9,1000.1,11.6,0.0,ESE,1.5
27755,27756,2016,4,30,11,167.0,170.0,19.0,35.0,1400.0,204.0,26.0,999.5,12.8,0.0,SSE,1.5
27756,27757,2016,4,30,12,169.0,173.0,18.0,36.0,1500.0,233.0,27.1,998.6,11.2,0.0,SSE,2.6
27757,27758,2016,4,30,13,169.0,196.0,17.0,42.0,1300.0,254.0,28.2,997.7,12.1,0.0,SE,3.4
27758,27759,2016,4,30,14,176.0,254.0,15.0,30.0,1100.0,295.0,28.9,997.0,12.3,0.0,SSE,2.9
27759,27760,2016,4,30,15,91.0,185.0,11.0,21.0,800.0,261.0,30.0,996.0,12.9,0.0,SSE,2.5
27760,27761,2016,4,30,16,107.0,107.0,11.0,19.0,700.0,247.0,30.4,995.3,13.7,0.0,SE,2.7
27761,27762,2016,4,30,17,87.0,133.0,12.0,20.0,900.0,235.0,29.1,995.2,15.2,0.0,SE,2.9
27762,27763,2016,4,30,18,97.0,208.0,20.0,25.0,1600.0,277.0,26.8,995.3,15.8,0.0,SE,4.2
27763,27764,2016,4,30,19,114.0,263.0,14.0,42.0,1200.0,199.0,25.1,996.3,15.4,0.0,SE,3.8
27764,27765,2016,4,30,20,122.0,167.0,14.0,44.0,1200.0,150.0,24.0,997.3,15.2,0.0,SE,2.3
27765,27766,2016,4,30,21,135.0,159.0,12.0,50.0,1300.0,112.0,22.5,997.3,15.1,0.0,ESE,3.3
27766,27767,2016,4,30,22,146.0,154.0,12.0,38.0,1200.0,109.0,21.5,997.5,14.9,0.0,ESE,3.3
27767,27768,2016,4,30,23,162.0,162.0,12.0,31.0,1200.0,118.0,20.7,997.7,14.3,0.0,ESE,2.9
27768,27769,2016,5,1,0,176.0,176.0,15.0,26.0,1200.0,136.0,19.5,998.1,13.9,0.0,E,1.6
27769,27770,2016,5,1,1,186.0,186.0,17.0,26.0,1200.0,145.0,19.3,997.8,14.3,0.0,ENE,2.0
27770,27771,2016,5,1,2,175.0,175.0,17.0,27.0,1300.0,133.0,18.8,997.4,13.9,0.0,ENE,1.6
27771,27772,2016,5,1,3,177.0,177.0,13.0,25.0,1200.0,117.0,18.1,997.1,13.4,0.0,E,1.4
27772,27773,2016,5,1,4,183.0,183.0,14.0,29.0,1500.0,93.0,17.0,996.7,13.3,0.0,ENE,0.4
27773,27774,2016,5,1,5,201.0,201.0,18.0,38.0,2300.0,60.0,16.3,996.7,13.0,0.0,SE,0.4
27774,27775,2016,5,1,6,199.0,199.0,21.0,36.0,2700.0,65.0,15.9,997.0,13.0,0.0,NE,0.1
27775,27776,2016,5,1,7,185.0,185.0,28.0,37.0,2900.0,71.0,18.3,997.3,13.4,0.0,ENE,0.9
27776,27777,2016,5,1,8,196.0,196.0,47.0,42.0,3200.0,87.0,19.8,997.6,13.0,0.0,ENE,1.4
27777,27778,2016,5,1,9,204.0,204.0,58.0,42.0,3300.0,104.0,21.2,997.3,13.1,0.0,ESE,2.0
27778,27779,2016,5,1,10,212.0,213.0,56.0,49.0,3200.0,120.0,22.5,997.2,14.1,0.0,ESE,2.0
27779,27780,2016,5,1,11,222.0,226.0,51.0,49.0,3100.0,148.0,24.5,997.0,14.6,0.0,ESE,1.9
27780,27781,2016,5,1,12,217.0,225.0,49.0,44.0,3100.0,191.0,24.0,996.6,14.4,0.0,SE,2.2
27781,27782,2016,5,1,13,218.0,247.0,44.0,40.0,2800.0,231.0,26.0,995.8,15.4,0.0,SW,0.9
27782,27783,2016,5,1,14,226.0,251.0,35.0,32.0,2300.0,258.0,27.3,995.2,16.0,0.0,E,1.9
27783,27784,2016,5,1,15,221.0,221.0,33.0,25.0,2000.0,287.0,28.0,994.2,16.0,0.0,ESE,0.9
27784,27785,2016,5,1,16,218.0,218.0,31.0,28.0,1900.0,302.0,27.8,993.6,15.1,0.0,SSW,1.3
27785,27786,2016,5,1,17,175.0,215.0,26.0,26.0,1600.0,264.0,27.9,993.5,15.5,0.0,NW,0.7
27786,27787,2016,5,1,18,155.0,166.0,19.0,30.0,1600.0,203.0,26.3,994.0,16.8,0.0,ENE,1.5
27787,27788,2016,5,1,19,168.0,168.0,16.0,42.0,1900.0,169.0,25.1,995.0,16.5,0.0,NNE,0.8
27788,27789,2016,5,1,20,214.0,226.0,17.0,57.0,2600.0,150.0,24.2,996.5,16.7,0.0,S,1.1
27789,27790,2016,5,1,21,181.0,181.0,15.0,54.0,1800.0,102.0,27.0,998.1,13.0,0.0,SW,4.5
27790,27791,2016,5,1,22,55.0,107.0,9.0,40.0,700.0,83.0,26.3,997.4,13.1,0.0,SW,1.3
27791,27792,2016,5,1,23,53.0,140.0,8.0,34.0,700.0,94.0,25.3,997.5,14.1,0.0,SW,1.6
27792,27793,2016,5,2,0,54.0,104.0,8.0,28.0,700.0,96.0,24.3,998.9,13.2,0.0,NW,1.3
27793,27794,2016,5,2,1,62.0,62.0,8.0,27.0,800.0,100.0,23.5,999.0,13.4,0.0,NW,2.1
27794,27795,2016,5,2,2,55.0,55.0,4.0,18.0,500.0,86.0,22.5,999.6,8.9,0.0,NNW,2.3
27795,27796,2016,5,2,3,63.0,108.0,2.0,19.0,300.0,73.0,21.7,1000.3,7.5,0.0,NNW,4.4
27796,27797,2016,5,2,4,44.0,115.0,3.0,13.0,400.0,83.0,20.4,1001.3,4.0,0.0,NNW,3.1
27797,27798,2016,5,2,5,44.0,59.0,2.0,9.0,300.0,97.0,19.0,1002.2,4.7,0.0,NNW,5.2
27798,27799,2016,5,2,6,31.0,110.0,2.0,7.0,300.0,105.0,17.0,1003.5,4.6,0.0,NNW,3.9
27799,27800,2016,5,2,7,71.0,197.0,2.0,10.0,300.0,95.0,16.5,1004.5,4.8,0.0,NW,3.9
27800,27801,2016,5,2,8,94.0,337.0,2.0,13.0,400.0,84.0,14.2,1005.9,7.0,0.8,N,3.4
27801,27802,2016,5,2,9,46.0,184.0,2.0,12.0,300.0,98.0,15.5,1006.4,7.5,0.6,NNW,3.1
27802,27803,2016,5,2,10,21.0,101.0,2.0,14.0,400.0,96.0,13.3,1006.9,9.4,1.6,NNW,3.3
27803,27804,2016,5,2,11,31.0,53.0,2.0,17.0,500.0,86.0,13.4,1007.2,8.5,0.1,NNW,2.7
27804,27805,2016,5,2,12,43.0,66.0,2.0,16.0,500.0,79.0,12.4,1007.1,9.4,1.1,NNW,2.9
27805,27806,2016,5,2,13,34.0,97.0,2.0,17.0,500.0,68.0,12.2,1006.8,8.8,1.2,NNW,3.0
27806,27807,2016,5,2,14,44.0,77.0,2.0,21.0,500.0,63.0,11.7,1006.7,9.3,1.1,NNE,2.4
27807,27808,2016,5,2,15,34.0,62.0,2.0,19.0,500.0,60.0,11.3,1006.0,9.4,2.0,NE,2.2
27808,27809,2016,5,2,16,73.0,99.0,2.0,16.0,400.0,57.0,11.5,1005.0,9.1,0.6,NNE,2.7
27809,27810,2016,5,2,17,82.0,125.0,2.0,15.0,400.0,59.0,11.7,1003.6,8.5,0.4,ENE,4.4
27810,27811,2016,5,2,18,53.0,85.0,2.0,17.0,400.0,58.0,12.3,1004.0,8.4,0.0,NNW,2.1
27811,27812,2016,5,2,19,68.0,123.0,2.0,24.0,500.0,42.0,12.5,1004.6,8.6,0.0,N,1.1
27812,27813,2016,5,2,20,62.0,106.0,2.0,31.0,500.0,33.0,13.4,1004.6,7.4,0.0,NNW,2.6
27813,27814,2016,5,2,21,61.0,123.0,2.0,26.0,500.0,41.0,13.8,1004.8,6.9,0.0,NNW,2.3
27814,27815,2016,5,2,22,68.0,119.0,2.0,26.0,500.0,41.0,13.8,1004.1,6.4,0.0,NNE,1.7
27815,27816,2016,5,2,23,60.0,119.0,2.0,29.0,500.0,35.0,11.3,1003.3,8.2,0.0,NE,0.9
27816,27817,2016,5,3,0,58.0,109.0,2.0,26.0,500.0,25.0,10.4,1002.3,8.7,0.0,NW,0.1
27817,27818,2016,5,3,1,42.0,87.0,2.0,25.0,500.0,19.0,9.5,1000.9,8.3,0.0,SW,0.3
27818,27819,2016,5,3,2,36.0,85.0,2.0,26.0,500.0,15.0,9.1,1000.3,8.0,0.0,WSW,0.6
27819,27820,2016,5,3,3,35.0,67.0,2.0,30.0,500.0,8.0,9.3,999.3,7.4,0.0,W,1.0
27820,27821,2016,5,3,4,38.0,80.0,2.0,40.0,600.0,2.0,11.4,998.5,5.9,0.0,W,2.0
27821,27822,2016,5,3,5,40.0,71.0,2.0,34.0,600.0,2.0,12.9,998.1,2.4,0.0,WNW,2.8
27822,27823,2016,5,3,6,27.0,50.0,2.0,33.0,500.0,7.0,14.1,998.0,0.0,0.0,WNW,2.6
27823,27824,2016,5,3,7,17.0,39.0,2.0,35.0,600.0,10.0,15.8,998.0,-0.5,0.0,NW,3.0
27824,27825,2016,5,3,8,42.0,42.0,2.0,47.0,700.0,24.0,17.8,997.8,-1.0,0.0,NW,3.1
27825,27826,2016,5,3,9,7.0,7.0,2.0,26.0,500.0,60.0,19.3,997.5,-1.2,0.0,NW,3.7
27826,27827,2016,5,3,10,,,2.0,13.0,300.0,87.0,21.2,996.9,-2.0,0.0,NW,4.0
27827,27828,2016,5,3,11,9.0,9.0,2.0,11.0,300.0,101.0,22.5,996.5,-4.6,0.0,NW,5.6
27828,27829,2016,5,3,12,25.0,25.0,2.0,9.0,300.0,113.0,23.6,995.8,-6.5,0.0,NW,6.0
27829,27830,2016,5,3,13,49.0,49.0,2.0,8.0,300.0,117.0,24.5,995.5,-7.9,0.0,NW,5.7
27830,27831,2016,5,3,14,26.0,29.0,2.0,8.0,200.0,115.0,25.5,994.8,-11.2,0.0,NW,4.8
27831,27832,2016,5,3,15,17.0,75.0,2.0,9.0,200.0,112.0,25.7,994.0,-11.1,0.0,NW,5.7
27832,27833,2016,5,3,16,27.0,114.0,2.0,10.0,300.0,111.0,26.1,993.8,-10.8,0.0,NW,5.7
27833,27834,2016,5,3,17,28.0,121.0,2.0,10.0,300.0,109.0,26.1,994.3,-10.8,0.0,NNW,4.8
27834,27835,2016,5,3,18,13.0,110.0,2.0,13.0,300.0,105.0,25.6,994.9,-9.7,0.0,NW,3.8
27835,27836,2016,5,3,19,23.0,111.0,2.0,18.0,300.0,97.0,24.5,996.0,-9.2,0.0,NW,2.6
27836,27837,2016,5,3,20,17.0,97.0,2.0,21.0,300.0,88.0,23.5,997.2,-7.6,0.0,NW,2.3
27837,27838,2016,5,3,21,15.0,113.0,2.0,37.0,400.0,56.0,21.8,998.4,-6.9,0.0,NW,1.3
27838,27839,2016,5,3,22,57.0,95.0,2.0,51.0,500.0,29.0,19.2,999.0,-4.3,0.0,W,1.2
27839,27840,2016,5,3,23,43.0,72.0,2.0,77.0,700.0,2.0,15.8,999.3,0.0,0.0,W,0.7
27840,27841,2016,5,4,0,,55.0,2.0,72.0,700.0,2.0,14.2,999.6,0.8,0.0,WNW,0.9
27841,27842,2016,5,4,1,40.0,40.0,2.0,62.0,500.0,9.0,13.4,999.9,1.1,0.0,WNW,1.0
27842,27843,2016,5,4,2,34.0,63.0,2.0,59.0,500.0,11.0,13.0,1000.0,1.3,0.0,W,0.8
27843,27844,2016,5,4,3,7.0,7.0,2.0,59.0,400.0,12.0,12.0,1000.3,1.6,0.0,WSW,0.8
27844,27845,2016,5,4,4,26.0,69.0,2.0,67.0,500.0,2.0,12.5,1000.8,0.6,0.0,W,0.9
27845,27846,2016,5,4,5,40.0,52.0,2.0,59.0,700.0,2.0,10.2,1001.1,1.0,0.0,E,0.9
27846,27847,2016,5,4,6,7.0,63.0,2.0,57.0,700.0,2.0,11.1,1001.6,2.1,0.0,E,0.4
27847,27848,2016,5,4,7,7.0,7.0,2.0,52.0,700.0,4.0,16.5,1002.4,1.0,0.0,E,1.6
27848,27849,2016,5,4,8,20.0,20.0,4.0,53.0,600.0,26.0,18.9,1003.0,-0.5,0.0,ENE,1.7
27849,27850,2016,5,4,9,19.0,36.0,5.0,46.0,700.0,41.0,20.9,1003.1,0.7,0.0,NE,1.3
27850,27851,2016,5,4,10,26.0,77.0,6.0,68.0,800.0,26.0,23.2,1003.0,-1.7,0.0,ESE,0.9
27851,27852,2016,5,4,11,11.0,58.0,5.0,61.0,700.0,48.0,25.2,1002.4,-3.3,0.0,E,2.1
27852,27853,2016,5,4,12,39.0,39.0,3.0,40.0,400.0,82.0,26.5,1001.6,-5.2,0.0,S,2.6
27853,27854,2016,5,4,13,28.0,59.0,2.0,25.0,300.0,111.0,27.2,1000.6,-4.7,0.0,SSE,2.9
27854,27855,2016,5,4,14,36.0,54.0,2.0,20.0,300.0,133.0,27.7,1000.2,-3.2,0.0,SSW,2.4
27855,27856,2016,5,4,15,12.0,64.0,5.0,18.0,400.0,153.0,27.6,999.8,-3.3,0.0,SW,1.9
27856,27857,2016,5,4,16,40.0,69.0,4.0,19.0,400.0,164.0,27.3,999.5,-3.6,0.0,SW,2.9
27857,27858,2016,5,4,17,38.0,98.0,5.0,26.0,400.0,153.0,27.1,999.4,-1.8,0.0,S,1.5
27858,27859,2016,5,4,18,37.0,96.0,7.0,39.0,500.0,135.0,26.7,999.3,-1.2,0.0,SE,1.1
27859,27860,2016,5,4,19,55.0,123.0,6.0,53.0,600.0,98.0,24.8,999.8,1.6,0.0,ESE,3.0
27860,27861,2016,5,4,20,74.0,74.0,11.0,53.0,700.0,88.0,23.9,1000.8,-1.9,0.0,SE,2.0
27861,27862,2016,5,4,21,,35.0,7.0,43.0,600.0,77.0,22.3,1001.6,-3.2,0.0,SE,1.0
27862,27863,2016,5,4,22,31.0,37.0,4.0,42.0,500.0,62.0,20.3,1002.3,0.1,0.0,E,0.7
27863,27864,2016,5,4,23,23.0,94.0,4.0,45.0,500.0,52.0,20.2,1003.1,1.6,0.0,ENE,1.3
27864,27865,2016,5,5,0,27.0,85.0,6.0,44.0,600.0,53.0,19.1,1003.0,2.4,0.0,ENE,1.3
27865,27866,2016,5,5,1,20.0,56.0,8.0,77.0,700.0,10.0,19.1,1003.0,2.4,0.0,ENE,1.7
27866,27867,2016,5,5,2,35.0,103.0,9.0,76.0,600.0,7.0,18.8,1002.6,1.3,0.0,E,2.4
27867,27868,2016,5,5,3,29.0,29.0,8.0,44.0,400.0,43.0,18.6,1001.9,1.6,0.0,E,1.3
27868,27869,2016,5,5,4,42.0,42.0,10.0,37.0,600.0,56.0,18.6,1001.1,-0.3,0.0,ESE,1.9
27869,27870,2016,5,5,5,,26.0,16.0,37.0,800.0,51.0,18.6,1001.3,-0.3,0.0,ENE,1.7
27870,27871,2016,5,5,6,,,23.0,41.0,1200.0,54.0,18.2,1001.7,1.2,0.0,E,1.5
27871,27872,2016,5,5,7,50.0,84.0,24.0,49.0,1500.0,52.0,18.3,1002.1,2.6,0.0,E,1.3
27872,27873,2016,5,5,8,44.0,66.0,32.0,56.0,1900.0,48.0,18.7,1002.4,2.1,0.0,E,1.6
27873,27874,2016,5,5,9,79.0,79.0,36.0,58.0,1900.0,47.0,19.6,1002.6,2.0,0.0,E,3.6
27874,27875,2016,5,5,10,48.0,99.0,30.0,46.0,1500.0,68.0,20.2,1002.8,3.4,0.0,E,3.1
27875,27876,2016,5,5,11,47.0,93.0,27.0,38.0,1400.0,87.0,21.2,1002.0,3.8,0.0,E,3.4
27876,27877,2016,5,5,12,47.0,89.0,23.0,32.0,1300.0,108.0,21.9,1000.9,4.9,0.0,ESE,2.7
27877,27878,2016,5,5,13,40.0,100.0,21.0,30.0,1000.0,118.0,22.6,1000.0,5.5,0.0,SE,3.0
27878,27879,2016,5,5,14,85.0,85.0,21.0,29.0,1100.0,134.0,23.6,999.3,6.4,0.0,SSE,2.0
27879,27880,2016,5,5,15,78.0,110.0,21.0,33.0,1200.0,141.0,23.6,998.3,6.8,0.0,SE,3.0
27880,27881,2016,5,5,16,67.0,111.0,20.0,34.0,1200.0,144.0,23.5,998.0,7.1,0.0,SE,2.4
27881,27882,2016,5,5,17,55.0,121.0,20.0,35.0,1200.0,151.0,23.1,998.1,8.0,0.0,SSW,2.7
27882,27883,2016,5,5,18,67.0,123.0,19.0,39.0,1200.0,150.0,22.5,998.2,8.9,0.0,SSE,2.0
27883,27884,2016,5,5,19,90.0,149.0,17.0,45.0,1300.0,135.0,21.2,999.5,9.7,0.0,SE,1.7
27884,27885,2016,5,5,20,82.0,158.0,12.0,55.0,1500.0,89.0,20.0,1000.6,10.4,0.0,SE,1.8
27885,27886,2016,5,5,21,88.0,88.0,7.0,40.0,1100.0,81.0,18.8,1002.3,10.9,0.0,S,1.1
27886,27887,2016,5,5,22,48.0,318.0,2.0,9.0,200.0,105.0,18.2,1003.3,7.6,0.0,NNE,1.5
27887,27888,2016,5,5,23,184.0,762.0,2.0,6.0,200.0,107.0,20.2,1003.8,-12.4,0.0,WNW,3.1
27888,27889,2016,5,6,0,273.0,,2.0,5.0,200.0,102.0,19.0,1005.3,-11.1,0.0,WNW,4.6
27889,27890,2016,5,6,1,319.0,,2.0,6.0,200.0,86.0,18.5,1005.7,-9.5,0.0,NW,4.2
27890,27891,2016,5,6,2,318.0,,2.0,5.0,200.0,82.0,17.9,1006.0,-9.1,0.0,NW,2.3
27891,27892,2016,5,6,3,215.0,,2.0,5.0,100.0,83.0,17.2,1006.6,-6.7,0.0,NW,5.2
27892,27893,2016,5,6,4,88.0,370.0,2.0,5.0,200.0,87.0,16.1,1007.1,-5.1,0.0,NW,3.3
27893,27894,2016,5,6,5,39.0,132.0,2.0,6.0,200.0,87.0,15.3,1007.9,-4.6,0.0,WNW,3.2
27894,27895,2016,5,6,6,28.0,97.0,2.0,7.0,200.0,87.0,15.0,1008.0,-3.9,0.0,NW,3.2
27895,27896,2016,5,6,7,20.0,82.0,2.0,11.0,300.0,83.0,15.5,1007.8,-2.5,0.0,NW,3.7
27896,27897,2016,5,6,8,34.0,78.0,2.0,12.0,300.0,82.0,16.7,1008.4,-1.9,0.0,WNW,3.6
27897,27898,2016,5,6,9,10.0,52.0,2.0,10.0,300.0,87.0,17.9,1008.6,-1.9,0.0,WNW,4.9
27898,27899,2016,5,6,10,4.0,48.0,2.0,9.0,300.0,90.0,19.1,1008.7,-2.5,0.0,NW,4.7
27899,27900,2016,5,6,11,22.0,39.0,2.0,8.0,300.0,94.0,20.3,1008.2,-1.5,0.0,WNW,5.2
27900,27901,2016,5,6,12,6.0,33.0,2.0,8.0,300.0,99.0,22.1,1007.3,-1.9,0.0,WNW,3.2
27901,27902,2016,5,6,13,3.0,30.0,2.0,7.0,300.0,104.0,23.7,1006.5,-2.0,0.0,WNW,3.8
27902,27903,2016,5,6,14,9.0,25.0,2.0,7.0,200.0,107.0,24.0,1005.9,-3.4,0.0,WNW,4.1
27903,27904,2016,5,6,15,39.0,39.0,2.0,9.0,200.0,105.0,24.6,1006.0,-4.7,0.0,NNW,3.1
27904,27905,2016,5,6,16,14.0,20.0,2.0,9.0,200.0,104.0,25.4,1005.9,-4.1,0.0,NW,2.2
27905,27906,2016,5,6,17,3.0,27.0,2.0,11.0,200.0,100.0,25.3,1005.9,-4.1,0.0,N,2.4
27906,27907,2016,5,6,18,,,2.0,13.0,200.0,95.0,24.8,1006.4,-5.5,0.0,N,3.4
27907,27908,2016,5,6,19,,,2.0,20.0,300.0,81.0,23.7,1007.0,-7.4,0.0,N,3.6
27908,27909,2016,5,6,20,35.0,43.0,2.0,19.0,300.0,76.0,22.8,1008.1,-8.1,0.0,NW,3.0
27909,27910,2016,5,6,21,27.0,35.0,2.0,19.0,300.0,74.0,22.0,1009.3,-7.7,0.0,NNW,2.6
27910,27911,2016,5,6,22,9.0,42.0,2.0,23.0,300.0,69.0,21.6,1010.3,-9.1,0.0,NNW,2.5
27911,27912,2016,5,6,23,4.0,35.0,2.0,18.0,200.0,75.0,21.2,1011.1,-8.4,0.0,NNW,2.6
27912,27913,2016,5,7,0,17.0,38.0,2.0,12.0,200.0,84.0,20.5,1011.8,-8.9,0.0,N,1.8
27913,27914,2016,5,7,1,9.0,43.0,2.0,16.0,200.0,78.0,19.0,1012.3,-6.6,0.0,W,1.0
27914,27915,2016,5,7,2,19.0,50.0,2.0,24.0,200.0,59.0,18.8,1012.6,-8.4,0.0,NW,1.9
